N,t,one_qubit,factor_found,n_qubits,depth,n_attempts,simulation_time,total_time,noise
235,10,True,5,19,6001,1,228.67337036132812,228.6733796596527,False
235,10,True,5,0.0,0.0,2,0.0,223.53775572776794,False
235,10,True,5,19,6001,2,226.6506805419922,452.58137917518616,False
237,10,True,3,19,6001,1,226.18508577346802,226.18510675430298,False
237,10,True,3,19,6001,1,229.01695084571838,229.01697039604187,False
237,10,True,3,19,6001,2,225.9783582687378,455.5867557525635,False
237,10,True,3,19,6001,1,225.2204713821411,225.22049403190613,False
237,10,True,3,19,6001,1,228.11020398139954,228.11022567749023,False
237,10,True,3,19,6001,1,224.41983437538147,224.4198522567749,False
237,10,True,3,19,6001,2,225.53769373893738,452.0654525756836,False
237,10,True,3,0.0,0.0,2,0.0,227.70548510551453,False
237,10,True,3,0.0,0.0,1,0.0,9.059906005859375e-06,False
237,10,True,3,0.0,0.0,1,0.0,6.4373016357421875e-06,False
247,10,True,13,19,6001,4,226.06259512901306,902.5161077976227,False
247,10,True,13,0.0,0.0,2,0.0,224.22612047195435,False
247,10,True,19,19,6001,1,225.575945854187,225.57595562934875,False
247,10,True,19,0.0,0.0,1,0.0,2.1696090698242188e-05,False
247,10,True,13,19,6001,7,226.34960842132568,1586.7916958332062,False
247,10,True,13,0.0,0.0,6,0.0,1131.6138486862183,False
247,10,True,19,0.0,0.0,4,0.0,678.1600239276886,False
247,10,True,13,19,6001,14,229.25859212875366,3184.30495262146,False
247,10,True,13,0.0,0.0,3,0.0,460.7531898021698,False
247,10,True,13,0.0,0.0,4,0.0,681.0817837715149,False
249,10,True,3,19,6001,2,225.4222240447998,448.10959792137146,False
249,10,True,3,0.0,0.0,3,0.0,452.7750325202942,False
249,10,True,3,0.0,0.0,1,0.0,8.821487426757812e-06,False
249,10,True,3,0.0,0.0,4,0.0,681.0785806179047,False
249,10,True,3,0.0,0.0,1,0.0,1.1205673217773438e-05,False
249,10,True,3,0.0,0.0,3,0.0,451.0976848602295,False
249,10,True,3,0.0,0.0,2,0.0,225.3774447441101,False
249,10,True,3,19,6001,3,226.49329352378845,676.8625869750977,False
249,10,True,3,0.0,0.0,1,0.0,1.6927719116210938e-05,False
249,10,True,3,0.0,0.0,1,0.0,7.152557373046875e-06,False
253,10,True,23,19,6001,6,226.03816390037537,1358.5336565971375,False
253,10,True,11,19,6001,3,229.12422895431519,682.5991537570953,False
253,10,True,11,0.0,0.0,1,0.0,1.811981201171875e-05,False
253,10,True,23,0.0,0.0,6,0.0,1133.4620366096497,False
253,10,True,11,19,6001,15,223.71775841712952,3408.4578409194946,False
253,10,True,11,0.0,0.0,1,0.0,1.9311904907226562e-05,False
253,10,True,11,0.0,0.0,5,0.0,902.170791387558,False
253,10,True,11,19,6001,5,227.5338339805603,1131.9683957099915,False
253,10,True,11,0.0,0.0,2,0.0,227.38154554367065,False
253,10,True,23,0.0,0.0,2,0.0,224.05596089363098,False
259,10,True,7,21,7281,1,380.39293384552,380.3929440975189,False
259,10,True,7,21,7281,3,384.29234528541565,1154.414803981781,False
259,10,True,7,21,7281,6,384.0908930301666,2301.4300973415375,False
259,10,True,7,21,7281,2,382.0957627296448,765.4807286262512,False
259,10,True,7,0.0,0.0,1,0.0,2.002716064453125e-05,False
259,10,True,7,0.0,0.0,5,0.0,1534.9856355190277,False
259,10,True,7,0.0,0.0,2,0.0,387.14057636260986,False
259,10,True,7,21,7281,5,381.82336592674255,1915.524526834488,False
259,10,True,7,21,7281,1,383.2385799884796,383.2386038303375,False
259,10,True,7,0.0,0.0,1,0.0,2.0742416381835938e-05,False
265,10,True,5,21,7281,5,383.18868803977966,1917.2527289390564,False
265,10,True,5,0.0,0.0,1,0.0,2.193450927734375e-05,False
265,10,True,5,0.0,0.0,4,0.0,1141.8846945762634,False
265,10,True,5,21,7281,1,382.70076513290405,382.7007761001587,False
265,10,True,53,0.0,0.0,3,0.0,767.0394756793976,False
265,10,True,5,0.0,0.0,7,0.0,2301.1313774585724,False
265,10,True,5,0.0,0.0,3,0.0,760.2759099006653,False
265,10,True,5,0.0,0.0,1,0.0,9.298324584960938e-06,False
265,10,True,5,0.0,0.0,6,0.0,1909.538113117218,False
265,10,True,5,0.0,0.0,7,0.0,2296.5977420806885,False
267,10,True,3,0.0,0.0,1,0.0,1.0728836059570312e-05,False
267,10,True,3,0.0,0.0,2,0.0,383.5887134075165,False
267,10,True,3,21,7281,1,380.36978101730347,380.36979150772095,False
267,10,True,3,21,7281,2,381.56007385253906,763.4715132713318,False
267,10,True,3,21,7281,1,381.1993029117584,381.1993248462677,False
267,10,True,3,0.0,0.0,2,0.0,381.1566081047058,False
267,10,True,3,0.0,0.0,1,0.0,1.9788742065429688e-05,False
267,10,True,3,0.0,0.0,1,0.0,9.298324584960938e-06,False
267,10,True,3,0.0,0.0,2,0.0,384.8919053077698,False
267,10,True,3,0.0,0.0,1,0.0,1.71661376953125e-05,False
287,10,True,7,21,7281,3,382.21498370170593,1148.7529277801514,False
287,10,True,41,21,7281,2,380.7114210128784,758.667439699173,False
287,10,True,7,21,7281,2,382.9723656177521,766.2291009426117,False
287,10,True,7,21,7281,2,382.3573613166809,764.4060728549957,False
287,10,True,7,21,7281,3,382.22962522506714,1145.6907732486725,False
287,10,True,7,0.0,0.0,3,0.0,764.0279278755188,False
287,10,True,7,21,7281,1,380.7209417819977,380.7209539413452,False
287,10,True,7,21,7281,7,382.28338098526,2678.093696832657,False
287,10,True,7,21,7281,2,384.22240471839905,768.3409886360168,False
287,10,True,7,21,7281,1,383.3980634212494,383.3980882167816,False
291,10,True,3,0.0,0.0,2,0.0,382.2612452507019,False
291,10,True,3,21,7281,4,381.9184350967407,1521.626594543457,False
291,10,True,3,21,7281,2,379.6488618850708,765.8420603275299,False
291,10,True,3,21,7281,1,380.45583868026733,380.4558572769165,False
291,10,True,3,0.0,0.0,1,0.0,1.9550323486328125e-05,False
291,10,True,3,0.0,0.0,1,0.0,7.867813110351562e-06,False
291,10,True,3,0.0,0.0,1,0.0,6.67572021484375e-06,False
291,10,True,3,21,7281,1,382.19771933555603,382.19772601127625,False
291,10,True,3,0.0,0.0,1,0.0,2.0742416381835938e-05,False
291,10,True,3,21,7281,1,379.4091637134552,379.4091715812683,False
295,10,True,5,0.0,0.0,3,0.0,763.933146238327,False
295,10,True,5,0.0,0.0,1,0.0,1.7881393432617188e-05,False
295,10,True,5,21,7281,4,384.2548158168793,1531.1320872306824,False
295,10,True,59,21,7281,5,382.13584542274475,1917.9379160404205,False
295,10,True,5,0.0,0.0,1,0.0,2.3365020751953125e-05,False
295,10,True,5,21,7281,3,381.66770100593567,1151.3366611003876,False
295,10,True,5,0.0,0.0,2,0.0,383.80256938934326,False
295,10,True,5,21,7281,2,382.6313953399658,763.6558048725128,False
295,10,True,5,0.0,0.0,2,0.0,380.22651863098145,False
295,10,True,5,0.0,0.0,3,0.0,757.9216601848602,False
299,10,True,13,21,7281,4,383.4793610572815,1527.0102424621582,False
299,10,True,13,0.0,0.0,2,0.0,378.4773850440979,False
299,10,True,23,0.0,0.0,1,0.0,1.0013580322265625e-05,False
299,10,True,13,0.0,0.0,3,0.0,768.2766840457916,False
299,10,True,13,21,7281,5,382.98152685165405,1913.2022035121918,False
299,10,True,13,21,7281,3,381.9077248573303,1143.5021522045135,False
299,10,True,13,21,7281,1,382.4916903972626,382.49171471595764,False
299,10,True,13,0.0,0.0,2,0.0,382.36609411239624,False
299,10,True,13,21,7281,1,380.6515882015228,380.65159845352173,False
299,10,True,13,0.0,0.0,3,0.0,765.7572906017303,False
301,10,True,7,0.0,0.0,1,0.0,9.298324584960938e-06,False
301,10,True,7,21,7281,1,387.1541817188263,387.154189825058,False
301,10,True,7,21,7281,2,384.16304779052734,766.4462418556213,False
301,10,True,7,0.0,0.0,2,0.0,382.9683451652527,False
301,10,True,7,0.0,0.0,6,0.0,1911.6287767887115,False
301,10,True,43,0.0,0.0,4,0.0,1147.382639169693,False
301,10,True,7,0.0,0.0,4,0.0,1148.5550873279572,False
301,10,True,7,21,7281,11,383.48342514038086,4217.01903963089,False
301,10,True,43,0.0,0.0,2,0.0,379.84942746162415,False
301,10,True,7,21,7281,1,381.4218876361847,381.421897649765,False
303,10,True,3,0.0,0.0,2,0.0,382.548574924469,False
303,10,True,3,21,7281,1,383.517573595047,383.5175836086273,False
303,10,True,3,21,7281,2,381.4713418483734,763.6753523349762,False
303,10,True,3,0.0,0.0,1,0.0,2.193450927734375e-05,False
303,10,True,3,21,7281,1,383.07378602027893,383.0737957954407,False
303,10,True,3,21,7281,1,382.3764533996582,382.3764760494232,False
303,10,True,3,21,7281,1,383.0677652359009,383.0677878856659,False
303,10,True,3,0.0,0.0,1,0.0,2.2411346435546875e-05,False
303,10,True,3,0.0,0.0,1,0.0,7.3909759521484375e-06,False
303,10,True,3,0.0,0.0,1,0.0,6.198883056640625e-06,False
305,10,True,5,21,7281,1,382.4728603363037,382.4728670120239,False
305,10,True,5,21,7281,1,385.28531980514526,385.2853434085846,False
305,10,True,5,0.0,0.0,1,0.0,2.2411346435546875e-05,False
305,10,True,61,21,7281,1,382.25323009490967,382.25324010849,False
305,10,True,5,0.0,0.0,7,0.0,2296.2695252895355,False
305,10,True,5,0.0,0.0,2,0.0,378.7764892578125,False
305,10,True,5,21,7281,2,384.6475968360901,768.1993298530579,False
305,10,True,5,0.0,0.0,1,0.0,2.4557113647460938e-05,False
305,10,True,5,21,7281,4,385.4123275279999,1535.302129983902,False
305,10,True,61,0.0,0.0,2,0.0,383.43563175201416,False
309,10,True,3,21,7281,1,381.6476218700409,381.6476318836212,False
309,10,True,3,21,7281,1,380.7506420612335,380.75066351890564,False
309,10,True,3,21,7281,1,383.34002566337585,383.34004640579224,False
309,10,True,3,21,7281,2,381.9665746688843,765.6081755161285,False
309,10,True,3,0.0,0.0,1,0.0,2.1457672119140625e-05,False
309,10,True,3,0.0,0.0,1,0.0,9.5367431640625e-06,False
309,10,True,3,0.0,0.0,1,0.0,7.867813110351562e-06,False
309,10,True,3,0.0,0.0,2,0.0,384.697630405426,False
309,10,True,3,21,7281,3,379.642915725708,1144.0939853191376,False
309,10,True,3,21,7281,2,380.91503500938416,760.7992980480194,False
319,10,True,11,0.0,0.0,5,0.0,1531.539487361908,False
319,10,True,11,21,7281,6,381.61496353149414,2291.5646693706512,False
319,10,True,11,0.0,0.0,4,0.0,1148.194132566452,False
319,10,True,11,21,7281,9,386.6386709213257,3438.885951280594,False
319,10,True,11,21,7281,5,383.73660945892334,1909.3010816574097,False
319,10,True,11,21,7281,5,382.6897222995758,1909.7850766181946,False
319,10,True,11,21,7281,2,380.6134743690491,759.2822947502136,False
319,10,True,11,0.0,0.0,3,0.0,762.841915845871,False
319,10,True,29,0.0,0.0,1,0.0,9.775161743164062e-06,False
319,10,True,29,0.0,0.0,4,0.0,1146.631514787674,False
321,10,True,3,0.0,0.0,1,0.0,8.821487426757812e-06,False
321,10,True,3,0.0,0.0,1,0.0,6.9141387939453125e-06,False
321,10,True,3,21,7281,2,384.03228068351746,766.3941624164581,False
321,10,True,3,21,7281,2,384.3816387653351,768.9296588897705,False
321,10,True,3,0.0,0.0,1,0.0,2.2172927856445312e-05,False
321,10,True,3,21,7281,1,384.15159797668457,384.15160846710205,False
321,10,True,3,0.0,0.0,1,0.0,2.0742416381835938e-05,False
321,10,True,3,21,7281,2,380.3499686717987,762.7848608493805,False
321,10,True,3,0.0,0.0,1,0.0,2.2411346435546875e-05,False
321,10,True,3,21,7281,2,385.2986009120941,767.2967174053192,False
323,10,True,17,0.0,0.0,6,0.0,1910.8597078323364,False
323,10,True,19,0.0,0.0,6,0.0,1909.3142485618591,False
323,10,True,17,21,7281,1,382.96306920051575,382.9630801677704,False
323,10,True,19,0.0,0.0,1,0.0,2.1696090698242188e-05,False
323,10,True,19,0.0,0.0,9,0.0,3055.9077367782593,False
323,10,True,19,0.0,0.0,2,0.0,383.8245553970337,False
323,10,True,17,21,7281,4,380.8828353881836,1528.0495736598969,False
323,10,True,19,0.0,0.0,8,0.0,2684.4375524520874,False
323,10,True,19,21,7281,2,384.7655222415924,767.3263101577759,False
323,10,True,17,21,7281,2,378.3726909160614,759.9309105873108,False
327,10,True,3,21,7281,3,382.7977795600891,1147.1675536632538,False
327,10,True,3,21,7281,1,380.335111618042,380.33513021469116,False
327,10,True,3,21,7281,6,381.16590690612793,2297.6149294376373,False
327,10,True,3,21,7281,2,383.23658657073975,767.5664293766022,False
327,10,True,3,21,7281,1,379.7073872089386,379.7074074745178,False
327,10,True,3,21,7281,1,382.3183608055115,382.31838393211365,False
327,10,True,3,21,7281,1,382.74466824531555,382.7446928024292,False
327,10,True,3,21,7281,1,382.22677183151245,382.22679114341736,False
327,10,True,3,21,7281,2,382.14090180397034,759.7153840065002,False
327,10,True,3,21,7281,2,382.42631483078003,763.5943775177002,False
329,10,True,7,21,7281,1,382.07808804512024,382.07810950279236,False
329,10,True,7,0.0,0.0,1,0.0,2.384185791015625e-05,False
329,10,True,7,0.0,0.0,4,0.0,1143.5983028411865,False
329,10,True,7,0.0,0.0,1,0.0,1.0013580322265625e-05,False
329,10,True,7,21,7281,1,383.581604719162,383.58161330223083,False
329,10,True,7,21,7281,1,383.89149832725525,383.89151883125305,False
329,10,True,7,0.0,0.0,2,0.0,382.3858678340912,False
329,10,True,7,0.0,0.0,1,0.0,9.298324584960938e-06,False
329,10,True,7,21,7281,2,381.6482014656067,766.2937922477722,False
329,10,True,7,0.0,0.0,5,0.0,1525.8963646888733,False
335,10,True,5,0.0,0.0,6,0.0,1906.469161748886,False
335,10,True,67,0.0,0.0,3,0.0,764.2733244895935,False
335,10,True,5,0.0,0.0,2,0.0,383.2268967628479,False
335,10,True,5,21,7281,4,381.51710510253906,1526.0599999427795,False
335,10,True,5,21,7281,4,382.9141047000885,1524.9036893844604,False
335,10,True,5,0.0,0.0,6,0.0,1907.3426353931427,False
335,10,True,5,0.0,0.0,5,0.0,1534.0338797569275,False
335,10,True,5,0.0,0.0,5,0.0,1534.9562032222748,False
335,10,True,5,0.0,0.0,1,0.0,1.1920928955078125e-05,False
335,10,True,5,21,7281,1,385.78133749961853,385.7813470363617,False
339,10,True,3,0.0,0.0,2,0.0,383.96191358566284,False
339,10,True,3,21,7281,2,379.78440022468567,763.4403598308563,False
339,10,True,3,21,7281,2,382.54711151123047,763.7930788993835,False
339,10,True,3,21,7281,7,381.8189392089844,2672.5674920082092,False
339,10,True,3,0.0,0.0,1,0.0,2.0742416381835938e-05,False
339,10,True,3,21,7281,3,380.1266436576843,1146.9358661174774,False
339,10,True,3,0.0,0.0,1,0.0,2.288818359375e-05,False
339,10,True,3,0.0,0.0,3,0.0,766.061262845993,False
339,10,True,3,21,7281,2,383.13998579978943,764.1703753471375,False
339,10,True,3,0.0,0.0,1,0.0,1.8358230590820312e-05,False
341,10,True,31,21,7281,1,380.51184844970703,380.51185631752014,False
341,10,True,11,21,7281,3,381.7855968475342,1147.6936576366425,False
341,10,True,11,21,7281,3,384.1627678871155,1151.1175808906555,False
341,10,True,11,0.0,0.0,15,0.0,5356.466741323471,False
341,10,True,31,21,7281,2,381.1872777938843,761.5687396526337,False
341,10,True,11,21,7281,2,379.8118209838867,763.4260170459747,False
341,10,True,11,21,7281,2,381.7811903953552,763.8858053684235,False
341,10,True,11,21,7281,2,380.83545780181885,759.9562904834747,False
341,10,True,11,0.0,0.0,2,0.0,380.1014485359192,False
341,10,True,31,21,7281,4,381.2177245616913,1529.3909645080566,False
355,10,True,5,21,7281,4,383.0487678050995,1529.1533682346344,False
355,10,True,5,0.0,0.0,3,0.0,768.8329665660858,False
355,10,True,5,0.0,0.0,4,0.0,1152.289918422699,False
355,10,True,5,21,7281,1,381.3800792694092,381.3800904750824,False
355,10,True,5,0.0,0.0,2,0.0,384.70925760269165,False
355,10,True,5,0.0,0.0,2,0.0,382.318208694458,False
355,10,True,5,21,7281,1,384.53910732269287,384.5391185283661,False
355,10,True,5,0.0,0.0,1,0.0,2.0742416381835938e-05,False
355,10,True,5,0.0,0.0,3,0.0,763.4283668994904,False
355,10,True,5,0.0,0.0,1,0.0,1.1920928955078125e-05,False
365,10,True,5,21,7281,1,384.22512578964233,384.22513484954834,False
365,10,True,5,0.0,0.0,6,0.0,1919.394593000412,False
365,10,True,5,21,7281,5,382.16464924812317,1915.4266154766083,False
365,10,True,5,21,7281,3,383.23802638053894,1146.664939880371,False
365,10,True,5,0.0,0.0,5,0.0,1535.6713426113129,False
365,10,True,5,0.0,0.0,4,0.0,1144.528954744339,False
365,10,True,5,0.0,0.0,4,0.0,1154.719200849533,False
365,10,True,5,0.0,0.0,2,0.0,381.8216869831085,False
365,10,True,5,21,7281,3,383.71214532852173,1149.1218786239624,False
365,10,True,5,0.0,0.0,6,0.0,1908.0021708011627,False
371,10,True,7,0.0,0.0,9,0.0,3059.6899580955505,False
371,10,True,7,21,7281,4,379.6144759654999,1522.841932296753,False
371,10,True,7,0.0,0.0,1,0.0,2.0503997802734375e-05,False
371,10,True,7,0.0,0.0,5,0.0,1532.4369668960571,False
371,10,True,53,21,7281,1,111.24663639068604,111.24664735794067,False
371,10,True,7,0.0,0.0,3,0.0,626.1089882850647,False
371,10,True,7,0.0,0.0,1,0.0,1.1444091796875e-05,False
371,10,True,7,0.0,0.0,1,0.0,8.58306884765625e-06,False
371,10,True,7,21,7281,1,384.11107420921326,384.1110830307007,False
371,10,True,7,0.0,0.0,4,0.0,1151.4820868968964,False
377,10,True,29,21,7281,5,380.7041931152344,1914.0012836456299,False
377,10,True,13,0.0,0.0,2,0.0,380.3405387401581,False
377,10,True,13,21,7281,4,381.97083616256714,1529.3484151363373,False
377,10,True,13,0.0,0.0,12,0.0,4201.6610815525055,False
377,10,True,13,0.0,0.0,10,0.0,3430.962600708008,False
377,10,True,13,21,7281,9,381.2645583152771,3439.2843227386475,False
377,10,True,13,21,7281,6,383.23654651641846,2289.119681596756,False
377,10,True,29,0.0,0.0,6,0.0,1913.2567808628082,False
377,10,True,13,0.0,0.0,2,0.0,382.4042854309082,False
377,10,True,13,0.0,0.0,13,0.0,4575.5906636714935,False
381,10,True,3,21,7281,1,383.9725019931793,383.97251319885254,False
381,10,True,3,0.0,0.0,1,0.0,1.9311904907226562e-05,False
381,10,True,3,0.0,0.0,1,0.0,7.867813110351562e-06,False
381,10,True,3,21,7281,2,384.2257239818573,765.1005556583405,False
381,10,True,3,0.0,0.0,1,0.0,1.9550323486328125e-05,False
381,10,True,3,21,7281,1,381.01297307014465,381.01298117637634,False
381,10,True,3,21,7281,2,383.0817172527313,762.0225024223328,False
381,10,True,3,21,7281,1,382.28067684173584,382.28069615364075,False
381,10,True,3,21,7281,2,381.91347455978394,765.1640684604645,False
381,10,True,3,21,7281,1,380.770147562027,380.7701687812805,False
391,10,True,17,21,7281,1,381.04386591911316,381.0439052581787,False
391,10,True,17,0.0,0.0,19,0.0,6875.275094270706,False
391,10,True,17,21,7281,5,381.6180057525635,1920.4868071079254,False
391,10,True,17,0.0,0.0,2,0.0,382.71684217453003,False
391,10,True,17,0.0,0.0,3,0.0,764.4654357433319,False
391,10,True,17,21,7281,3,381.6205418109894,1148.6552996635437,False
391,10,True,17,0.0,0.0,1,0.0,1.9788742065429688e-05,False
391,10,True,23,21,7281,14,384.8837950229645,5364.119567871094,False
391,10,True,17,21,7281,3,384.1833164691925,1145.053929567337,False
391,10,True,17,0.0,0.0,8,0.0,2678.4484672546387,False
393,10,True,3,0.0,0.0,1,0.0,1.2159347534179688e-05,False
393,10,True,3,21,7281,1,386.1178734302521,386.1178824901581,False
393,10,True,3,21,7281,1,384.67009139060974,384.6701138019562,False
393,10,True,3,0.0,0.0,1,0.0,2.193450927734375e-05,False
393,10,True,3,21,7281,1,382.8080756664276,382.8080859184265,False
393,10,True,3,0.0,0.0,2,0.0,384.0579516887665,False
393,10,True,3,0.0,0.0,1,0.0,1.1205673217773438e-05,False
393,10,True,3,21,7281,1,385.6225914955139,385.6226007938385,False
393,10,True,3,0.0,0.0,1,0.0,2.2411346435546875e-05,False
393,10,True,3,21,7281,4,381.6830310821533,1528.96311545372,False
395,10,True,5,21,7281,1,380.90054392814636,380.90056848526,False
395,10,True,5,0.0,0.0,2,0.0,381.046498298645,False
395,10,True,5,0.0,0.0,3,0.0,764.7480270862579,False
395,10,True,5,0.0,0.0,1,0.0,9.775161743164062e-06,False
395,10,True,5,0.0,0.0,2,0.0,381.951087474823,False
395,10,True,5,21,7281,1,381.59282875061035,381.5928466320038,False
395,10,True,5,21,7281,12,379.8028476238251,4582.316112995148,False
395,10,True,5,0.0,0.0,1,0.0,2.1696090698242188e-05,False
395,10,True,5,21,7281,9,380.3146061897278,3436.999144077301,False
395,10,True,5,21,7281,2,384.69094491004944,764.2485036849976,False
403,10,True,13,21,7281,5,384.8945951461792,1914.8461377620697,False
403,10,True,13,21,7281,3,453.57474970817566,1219.2968611717224,False
403,10,True,31,0.0,0.0,9,0.0,3062.1307117938995,False
403,10,True,13,21,7281,5,385.69177889823914,1910.8529839515686,False
403,10,True,13,0.0,0.0,1,0.0,1.9311904907226562e-05,False
403,10,True,13,21,7281,6,381.65379333496094,2298.268021583557,False
403,10,True,31,21,7281,6,383.3487310409546,2295.513152360916,False
403,10,True,13,21,7281,1,384.10003995895386,384.10006308555603,False
403,10,True,31,0.0,0.0,2,0.0,383.53623390197754,False
403,10,True,13,21,7281,1,379.8355610370636,379.835572719574,False
407,10,True,11,21,7281,4,382.7986764907837,1531.984218120575,False
407,10,True,11,21,7281,3,380.90435123443604,1138.6741063594818,False
407,10,True,11,0.0,0.0,3,0.0,764.5847363471985,False
407,10,True,11,21,7281,2,385.06989431381226,774.2873797416687,False
407,10,True,11,0.0,0.0,6,0.0,1914.4714760780334,False
407,10,True,11,21,7281,1,383.5380947589874,383.53810715675354,False
407,10,True,11,0.0,0.0,3,0.0,763.2633905410767,False
407,10,True,11,0.0,0.0,1,0.0,1.0251998901367188e-05,False
407,10,True,11,0.0,0.0,1,0.0,7.62939453125e-06,False
407,10,True,37,0.0,0.0,4,0.0,1146.0541315078735,False
411,10,True,3,0.0,0.0,1,0.0,1.1682510375976562e-05,False
411,10,True,3,0.0,0.0,5,0.0,1529.445717573166,False
411,10,True,3,0.0,0.0,1,0.0,9.059906005859375e-06,False
411,10,True,3,0.0,0.0,2,0.0,376.5337121486664,False
411,10,True,3,21,7281,1,381.88039541244507,381.8804051876068,False
411,10,True,3,21,7281,1,384.4548759460449,384.4548978805542,False
411,10,True,3,0.0,0.0,3,0.0,763.2717833518982,False
411,10,True,3,21,7281,1,383.9929735660553,383.9929850101471,False
411,10,True,3,0.0,0.0,6,0.0,1910.940578699112,False
411,10,True,3,21,7281,2,381.53965640068054,762.6471016407013,False
413,10,True,7,0.0,0.0,1,0.0,2.2649765014648438e-05,False
413,10,True,7,21,7281,4,382.181223154068,1523.584376335144,False
413,10,True,7,21,7281,3,384.5693669319153,1146.880527496338,False
413,10,True,7,0.0,0.0,1,0.0,2.09808349609375e-05,False
413,10,True,7,0.0,0.0,3,0.0,763.1919703483582,False
413,10,True,7,0.0,0.0,7,0.0,2289.759676218033,False
413,10,True,7,21,7281,2,381.30828499794006,766.2512137889862,False
413,10,True,7,0.0,0.0,1,0.0,2.193450927734375e-05,False
413,10,True,7,0.0,0.0,4,0.0,1151.2938458919525,False
413,10,True,7,21,7281,3,384.91153264045715,1149.962138414383,False
415,10,True,5,0.0,0.0,1,0.0,2.2411346435546875e-05,False
415,10,True,5,21,7281,1,381.41361951828003,381.4136292934418,False
415,10,True,5,0.0,0.0,1,0.0,2.1457672119140625e-05,False
415,10,True,5,0.0,0.0,2,0.0,378.4691171646118,False
415,10,True,5,0.0,0.0,8,0.0,2673.4425237178802,False
415,10,True,5,0.0,0.0,3,0.0,761.5653731822968,False
415,10,True,5,21,7281,1,383.2188844680786,383.21889638900757,False
415,10,True,5,0.0,0.0,1,0.0,2.0503997802734375e-05,False
415,10,True,5,0.0,0.0,1,0.0,7.3909759521484375e-06,False
415,10,True,5,21,7281,2,378.8965046405792,761.4243445396423,False
417,10,True,3,0.0,0.0,1,0.0,2.1457672119140625e-05,False
417,10,True,3,0.0,0.0,1,0.0,9.5367431640625e-06,False
417,10,True,3,0.0,0.0,2,0.0,387.2309103012085,False
417,10,True,3,0.0,0.0,1,0.0,8.58306884765625e-06,False
417,10,True,3,21,7281,1,391.18667101860046,391.1866784095764,False
417,10,True,3,0.0,0.0,1,0.0,2.2649765014648438e-05,False
417,10,True,3,21,7281,1,386.7351813316345,386.73518991470337,False
417,10,True,3,0.0,0.0,2,0.0,379.8975851535797,False
417,10,True,3,0.0,0.0,1,0.0,1.1444091796875e-05,False
417,10,True,3,0.0,0.0,2,0.0,384.46996116638184,False
427,10,True,7,0.0,0.0,4,0.0,1215.6195635795593,False
427,10,True,7,21,7281,6,398.5137538909912,2305.701265335083,False
427,10,True,7,21,7281,4,378.4954481124878,1532.2952289581299,False
427,10,True,7,21,7281,1,383.09231758117676,383.0923399925232,False
427,10,True,61,0.0,0.0,1,0.0,2.1219253540039062e-05,False
427,10,True,61,21,7281,1,381.1718273162842,381.1718370914459,False
427,10,True,7,0.0,0.0,1,0.0,2.0742416381835938e-05,False
427,10,True,7,0.0,0.0,5,0.0,1526.5667412281036,False
427,10,True,7,21,7281,1,382.3704619407654,382.3704745769501,False
427,10,True,7,21,7281,2,381.3790683746338,763.8176894187927,False
437,10,True,19,21,7281,1,382.95108342170715,382.95110297203064,False
437,10,True,19,0.0,0.0,2,0.0,381.84576439857483,False
437,10,True,19,21,7281,2,380.4520194530487,758.204585313797,False
437,10,True,19,0.0,0.0,4,0.0,1142.375783443451,False
437,10,True,19,0.0,0.0,16,0.0,5723.611039638519,False
437,10,True,23,0.0,0.0,6,0.0,1906.5713138580322,False
437,10,True,23,21,7281,10,378.4238290786743,3814.2547442913055,False
437,10,True,23,21,7281,5,381.6642265319824,1910.3152310848236,False
437,10,True,23,0.0,0.0,14,0.0,4972.54465675354,False
437,10,True,19,0.0,0.0,3,0.0,767.1638882160187,False
445,10,True,5,21,7281,3,381.58462023735046,1152.714093208313,False
445,10,True,5,0.0,0.0,2,0.0,381.43341302871704,False
445,10,True,5,0.0,0.0,3,0.0,758.0199735164642,False
445,10,True,5,0.0,0.0,2,0.0,381.0575611591339,False
445,10,True,5,21,7281,1,380.22005462646484,380.22006464004517,False
445,10,True,5,21,7281,11,382.46202874183655,4205.943529367447,False
445,10,True,5,21,7281,4,384.45233821868896,1534.7823841571808,False
445,10,True,5,21,7281,8,381.0214285850525,3051.9699771404266,False
445,10,True,5,0.0,0.0,1,0.0,2.09808349609375e-05,False
445,10,True,5,21,7281,1,380.63647079467773,380.63648080825806,False
447,10,True,3,21,7281,1,384.55474948883057,384.55477023124695,False
447,10,True,3,0.0,0.0,1,0.0,2.4318695068359375e-05,False
447,10,True,3,21,7281,2,380.48900842666626,764.3717312812805,False
447,10,True,3,0.0,0.0,1,0.0,2.3365020751953125e-05,False
447,10,True,3,21,7281,1,380.41282749176025,380.4128375053406,False
447,10,True,3,0.0,0.0,2,0.0,380.732745885849,False
447,10,True,3,0.0,0.0,1,0.0,9.298324584960938e-06,False
447,10,True,3,0.0,0.0,1,0.0,6.9141387939453125e-06,False
447,10,True,3,21,7281,1,379.54159021377563,379.54159688949585,False
447,10,True,3,21,7281,1,380.0808000564575,380.0808210372925,False
451,10,True,41,21,7281,10,382.2523853778839,3821.289178133011,False
451,10,True,11,0.0,0.0,5,0.0,1520.6477251052856,False
451,10,True,41,0.0,0.0,1,0.0,1.1444091796875e-05,False
451,10,True,11,21,7281,3,383.3927414417267,1145.9488394260406,False
451,10,True,11,0.0,0.0,2,0.0,379.36751914024353,False
