N,t,one_qubit,factor_found,n_qubits,depth,n_attempts,simulation_time,total_time,noise
55,10,True,11,0.0,0.0,6,0.0,501.9636619091034,False
57,10,True,3,0.0,0.0,1,0.0,9.5367431640625e-06,False
57,10,True,3,15,3801,1,101.66533398628235,101.66534185409546,False
57,10,True,3,0.0,0.0,1,0.0,1.7881393432617188e-05,False
57,10,True,3,15,3801,1,100.65087842941284,100.65088605880737,False
57,10,True,3,0.0,0.0,1,0.0,1.7642974853515625e-05,False
57,10,True,19,0.0,0.0,4,0.0,299.36853885650635,False
57,10,True,3,0.0,0.0,2,0.0,100.80467438697815,False
57,10,True,3,0.0,0.0,1,0.0,1.7642974853515625e-05,False
57,10,True,3,0.0,0.0,4,0.0,298.7822108268738,False
57,10,True,3,0.0,0.0,2,0.0,100.37518501281738,False
65,10,True,5,0.0,0.0,4,0.0,450.6946506500244,False
65,10,True,5,0.0,0.0,2,0.0,149.08566236495972,False
65,10,True,5,17,4841,3,153.87123274803162,454.83776450157166,False
65,10,True,5,17,4841,5,151.53996014595032,765.515683889389,False
65,10,True,5,0.0,0.0,1,0.0,1.6927719116210938e-05,False
65,10,True,13,0.0,0.0,5,0.0,604.5602331161499,False
65,10,True,5,17,4841,4,152.49592089653015,605.564398765564,False
65,10,True,5,17,4841,2,151.69240307807922,302.22608256340027,False
65,10,True,5,0.0,0.0,1,0.0,1.9311904907226562e-05,False
65,10,True,5,17,4841,7,150.4011309146881,1055.6856582164764,False
69,10,True,3,0.0,0.0,6,0.0,754.9290091991425,False
69,10,True,3,0.0,0.0,1,0.0,8.821487426757812e-06,False
69,10,True,3,0.0,0.0,2,0.0,152.12318754196167,False
69,10,True,3,17,4841,1,151.50969743728638,151.50970816612244,False
69,10,True,3,0.0,0.0,1,0.0,2.0503997802734375e-05,False
69,10,True,3,17,4841,1,151.89860129356384,151.89860939979553,False
69,10,True,3,17,4841,2,152.74689888954163,302.2023928165436,False
69,10,True,3,0.0,0.0,3,0.0,305.2966995239258,False
69,10,True,3,17,4841,1,152.60415697097778,152.60416746139526,False
69,10,True,3,17,4841,2,150.04189491271973,300.9834985733032,False
77,10,True,7,17,4841,4,150.85123109817505,604.1069366931915,False
77,10,True,7,17,4841,4,152.58991718292236,608.6695277690887,False
77,10,True,11,0.0,0.0,8,0.0,1056.4605700969696,False
77,10,True,7,0.0,0.0,1,0.0,9.775161743164062e-06,False
77,10,True,11,17,4841,1,152.2362744808197,152.23628163337708,False
77,10,True,7,0.0,0.0,10,0.0,1364.81729722023,False
77,10,True,7,0.0,0.0,2,0.0,155.04353976249695,False
77,10,True,7,0.0,0.0,1,0.0,8.58306884765625e-06,False
77,10,True,7,17,4841,2,150.89595484733582,304.4384038448334,False
77,10,True,11,0.0,0.0,1,0.0,1.71661376953125e-05,False
85,10,True,5,0.0,0.0,1,0.0,1.2874603271484375e-05,False
85,10,True,5,0.0,0.0,1,0.0,6.67572021484375e-06,False
85,10,True,5,0.0,0.0,2,0.0,153.05334043502808,False
85,10,True,5,17,4841,1,152.4671618938446,152.46717238426208,False
85,10,True,17,0.0,0.0,2,0.0,154.88386392593384,False
85,10,True,5,17,4841,1,154.8813178539276,154.88132619857788,False
85,10,True,5,17,4841,1,156.20946168899536,156.20948147773743,False
85,10,True,5,17,4841,5,151.58755898475647,759.2699089050293,False
85,10,True,5,17,4841,8,149.30678415298462,1208.513202905655,False
85,10,True,5,17,4841,1,149.54831552505493,149.5483365058899,False
87,10,True,3,0.0,0.0,1,0.0,1.9550323486328125e-05,False
87,10,True,3,17,4841,1,151.58359098434448,151.58359956741333,False
87,10,True,3,0.0,0.0,1,0.0,1.7642974853515625e-05,False
87,10,True,3,0.0,0.0,2,0.0,152.03729605674744,False
87,10,True,3,0.0,0.0,2,0.0,151.0206925868988,False
87,10,True,3,17,4841,1,153.32132172584534,153.3213312625885,False
87,10,True,3,17,4841,1,153.26775670051575,153.26777720451355,False
87,10,True,3,17,4841,1,153.04195189476013,153.04197311401367,False
87,10,True,3,0.0,0.0,2,0.0,153.30663061141968,False
87,10,True,3,17,4841,1,149.812730550766,149.81273913383484,False
91,10,True,7,0.0,0.0,3,0.0,302.1797413825989,False
91,10,True,13,17,4841,2,151.27619194984436,300.40595149993896,False
91,10,True,7,0.0,0.0,5,0.0,602.4432096481323,False
91,10,True,13,0.0,0.0,1,0.0,9.5367431640625e-06,False
91,10,True,7,17,4841,1,152.72857069969177,152.72857880592346,False
91,10,True,13,0.0,0.0,2,0.0,148.5510449409485,False
91,10,True,7,0.0,0.0,3,0.0,302.2663371562958,False
91,10,True,13,0.0,0.0,4,0.0,456.5943615436554,False
91,10,True,7,0.0,0.0,1,0.0,9.298324584960938e-06,False
91,10,True,13,17,4841,3,154.06344270706177,455.8695538043976,False
93,10,True,3,17,4841,1,152.03019642829895,152.0302152633667,False
93,10,True,3,17,4841,1,151.9139449596405,151.91396498680115,False
93,10,True,3,0.0,0.0,2,0.0,153.39880561828613,False
93,10,True,3,17,4841,1,150.16569900512695,150.1657075881958,False
93,10,True,3,17,4841,1,150.09558486938477,150.09560370445251,False
93,10,True,3,17,4841,3,150.78859066963196,454.39853382110596,False
93,10,True,3,17,4841,2,149.96671748161316,300.0118832588196,False
93,10,True,3,17,4841,1,150.77291202545166,150.7729320526123,False
93,10,True,3,17,4841,1,151.82435941696167,151.82437872886658,False
93,10,True,3,17,4841,1,150.31007623672485,150.31009602546692,False
95,10,True,5,17,4841,1,153.76676511764526,153.7667851448059,False
95,10,True,5,17,4841,1,154.9199550151825,154.91997361183167,False
95,10,True,5,0.0,0.0,1,0.0,2.002716064453125e-05,False
95,10,True,5,0.0,0.0,1,0.0,7.867813110351562e-06,False
95,10,True,5,17,4841,1,153.94974756240845,153.9497549533844,False
95,10,True,5,0.0,0.0,1,0.0,1.9311904907226562e-05,False
95,10,True,5,17,4841,1,151.38457036018372,151.38457775115967,False
95,10,True,5,17,4841,2,151.1943461894989,300.5328106880188,False
95,10,True,19,0.0,0.0,4,0.0,451.29303884506226,False
95,10,True,5,17,4841,3,151.0304560661316,452.1813278198242,False
111,10,True,3,0.0,0.0,3,0.0,303.162228345871,False
111,10,True,3,0.0,0.0,2,0.0,150.40628147125244,False
111,10,True,3,0.0,0.0,1,0.0,7.867813110351562e-06,False
111,10,True,3,17,4841,1,151.18342542648315,151.1834318637848,False
111,10,True,37,0.0,0.0,1,0.0,1.811981201171875e-05,False
111,10,True,3,0.0,0.0,3,0.0,303.0282635688782,False
111,10,True,3,0.0,0.0,1,0.0,8.106231689453125e-06,False
111,10,True,3,0.0,0.0,2,0.0,149.6497449874878,False
111,10,True,3,0.0,0.0,1,0.0,8.106231689453125e-06,False
111,10,True,3,17,4841,1,156.1707079410553,156.17071437835693,False
115,10,True,5,0.0,0.0,1,0.0,1.7642974853515625e-05,False
115,10,True,5,17,4841,1,152.015216588974,152.0152235031128,False
115,10,True,23,17,4841,4,151.54010605812073,608.1863281726837,False
115,10,True,5,0.0,0.0,1,0.0,1.9073486328125e-05,False
115,10,True,5,17,4841,1,149.62966179847717,149.62967014312744,False
115,10,True,5,0.0,0.0,2,0.0,149.8361074924469,False
115,10,True,5,17,4841,1,150.88383150100708,150.88384199142456,False
115,10,True,5,17,4841,1,150.47697973251343,150.4769983291626,False
115,10,True,5,17,4841,1,151.1847414970398,151.18475937843323,False
115,10,True,5,17,4841,4,150.71230006217957,604.6951048374176,False
119,10,True,7,17,4841,7,151.11993074417114,1049.0163869857788,False
119,10,True,17,0.0,0.0,2,0.0,151.54659271240234,False
119,10,True,7,0.0,0.0,3,0.0,299.6453368663788,False
119,10,True,17,0.0,0.0,2,0.0,151.47500348091125,False
119,10,True,7,17,4841,5,152.326993227005,756.3806095123291,False
119,10,True,17,17,4841,1,151.20443201065063,151.2044517993927,False
119,10,True,7,0.0,0.0,7,0.0,907.7820582389832,False
119,10,True,7,17,4841,6,149.66093850135803,906.6554398536682,False
119,10,True,17,17,4841,1,150.6142168045044,150.61423635482788,False
119,10,True,7,17,4841,2,154.83291864395142,307.94027853012085,False
123,10,True,3,0.0,0.0,1,0.0,1.6927719116210938e-05,False
123,10,True,3,0.0,0.0,2,0.0,153.08524441719055,False
123,10,True,41,17,4841,1,153.82615041732788,153.8261594772339,False
123,10,True,3,17,4841,2,151.02671217918396,302.274267911911,False
123,10,True,41,0.0,0.0,1,0.0,1.7881393432617188e-05,False
123,10,True,3,0.0,0.0,2,0.0,151.4881865978241,False
123,10,True,3,0.0,0.0,2,0.0,151.08056235313416,False
123,10,True,3,0.0,0.0,1,0.0,1.0013580322265625e-05,False
123,10,True,3,0.0,0.0,1,0.0,6.9141387939453125e-06,False
123,10,True,3,17,4841,1,150.07972025871277,150.0797278881073,False
129,10,True,3,19,6001,2,225.73278284072876,450.9951777458191,False
129,10,True,3,19,6001,1,225.85851883888245,225.85853910446167,False
129,10,True,3,19,6001,2,226.38239789009094,453.2450635433197,False
129,10,True,3,19,6001,1,228.2932789325714,228.29330039024353,False
129,10,True,3,0.0,0.0,1,0.0,2.3126602172851562e-05,False
129,10,True,3,19,6001,2,229.69811463356018,455.0144283771515,False
129,10,True,3,0.0,0.0,1,0.0,1.8596649169921875e-05,False
129,10,True,3,19,6001,1,228.81195616722107,228.81196355819702,False
129,10,True,3,19,6001,2,228.58866691589355,458.32528853416443,False
129,10,True,3,0.0,0.0,1,0.0,4.9114227294921875e-05,False
133,10,True,19,19,6001,5,227.91659116744995,1131.6641383171082,False
133,10,True,7,0.0,0.0,2,0.0,226.7733814716339,False
133,10,True,7,19,6001,1,225.15734934806824,225.15735840797424,False
133,10,True,7,0.0,0.0,4,0.0,675.2016358375549,False
133,10,True,7,0.0,0.0,1,0.0,1.1205673217773438e-05,False
133,10,True,7,19,6001,1,225.6107828617096,225.61079144477844,False
133,10,True,7,19,6001,6,229.78614711761475,1354.486181974411,False
133,10,True,7,0.0,0.0,1,0.0,1.9311904907226562e-05,False
133,10,True,7,19,6001,6,225.49754524230957,1365.2225196361542,False
133,10,True,7,0.0,0.0,2,0.0,225.63681602478027,False
141,10,True,3,0.0,0.0,3,0.0,453.42257285118103,False
141,10,True,3,0.0,0.0,2,0.0,227.10441493988037,False
141,10,True,3,0.0,0.0,1,0.0,9.775161743164062e-06,False
141,10,True,3,19,6001,2,226.25592160224915,452.1043303012848,False
141,10,True,3,19,6001,2,225.66055917739868,453.44296765327454,False
141,10,True,3,19,6001,1,223.94368243217468,223.94370341300964,False
141,10,True,3,0.0,0.0,1,0.0,1.9550323486328125e-05,False
141,10,True,3,0.0,0.0,1,0.0,8.821487426757812e-06,False
141,10,True,3,0.0,0.0,2,0.0,224.80966091156006,False
141,10,True,3,0.0,0.0,1,0.0,1.5974044799804688e-05,False
143,10,True,13,19,6001,1,226.09697604179382,226.0969853401184,False
143,10,True,13,19,6001,3,228.06281518936157,680.8831782341003,False
143,10,True,11,19,6001,1,230.20614862442017,230.2061698436737,False
143,10,True,13,19,6001,4,227.5652801990509,903.5884928703308,False
143,10,True,11,0.0,0.0,1,0.0,1.9311904907226562e-05,False
143,10,True,13,19,6001,6,226.21775889396667,1351.3626866340637,False
143,10,True,13,0.0,0.0,7,0.0,1362.4064266681671,False
143,10,True,11,0.0,0.0,6,0.0,1127.6622500419617,False
143,10,True,11,19,6001,1,228.08699440956116,228.08700466156006,False
143,10,True,13,19,6001,5,226.22545266151428,1134.4160380363464,False
145,10,True,5,19,6001,3,223.67050004005432,676.193660736084,False
145,10,True,5,19,6001,2,229.621764421463,457.31161069869995,False
145,10,True,5,19,6001,1,228.38662433624268,228.38664531707764,False
145,10,True,5,19,6001,1,229.14915800094604,229.14918279647827,False
145,10,True,29,19,6001,2,226.02319192886353,451.5855770111084,False
145,10,True,5,19,6001,2,224.95021176338196,453.3400101661682,False
145,10,True,5,19,6001,1,226.73103094100952,226.7310528755188,False
145,10,True,5,0.0,0.0,4,0.0,680.9170889854431,False
145,10,True,5,0.0,0.0,2,0.0,227.4960482120514,False
145,10,True,5,0.0,0.0,2,0.0,225.3565514087677,False
155,10,True,5,19,6001,2,228.2182354927063,453.35228276252747,False
155,10,True,5,19,6001,1,224.48176336288452,224.481782913208,False
155,10,True,31,19,6001,1,223.1732406616211,223.17325949668884,False
155,10,True,5,0.0,0.0,1,0.0,3.3855438232421875e-05,False
155,10,True,31,19,6001,3,224.7219009399414,679.9644825458527,False
155,10,True,5,19,6001,1,225.8793818950653,225.87940096855164,False
155,10,True,5,19,6001,5,224.17335724830627,1131.6349959373474,False
155,10,True,5,19,6001,2,225.6661605834961,453.8138825893402,False
155,10,True,5,0.0,0.0,2,0.0,226.0850715637207,False
155,10,True,5,0.0,0.0,2,0.0,224.30598974227905,False
159,10,True,3,19,6001,2,227.2097840309143,453.577219247818,False
159,10,True,3,19,6001,2,225.02091002464294,449.06622552871704,False
159,10,True,3,0.0,0.0,2,0.0,229.09123420715332,False
159,10,True,3,0.0,0.0,1,0.0,9.298324584960938e-06,False
159,10,True,3,0.0,0.0,2,0.0,223.91804599761963,False
159,10,True,3,0.0,0.0,1,0.0,2.0265579223632812e-05,False
159,10,True,3,0.0,0.0,1,0.0,8.58306884765625e-06,False
159,10,True,3,0.0,0.0,1,0.0,7.867813110351562e-06,False
159,10,True,3,19,6001,2,225.42334055900574,452.35853600502014,False
159,10,True,3,19,6001,2,223.27388048171997,448.0653655529022,False
161,10,True,7,0.0,0.0,2,0.0,227.47223091125488,False
161,10,True,7,0.0,0.0,1,0.0,8.58306884765625e-06,False
161,10,True,7,19,6001,6,223.4429771900177,1359.711116552353,False
161,10,True,7,19,6001,1,227.139253616333,227.13927626609802,False
161,10,True,7,19,6001,2,226.47467517852783,452.4938826560974,False
161,10,True,7,19,6001,2,227.99599719047546,456.1682040691376,False
161,10,True,7,19,6001,1,229.4978964328766,229.4979169368744,False
161,10,True,7,0.0,0.0,1,0.0,2.2172927856445312e-05,False
161,10,True,7,0.0,0.0,5,0.0,907.5045804977417,False
161,10,True,7,0.0,0.0,2,0.0,226.0030357837677,False
177,10,True,3,0.0,0.0,3,0.0,452.95748353004456,False
177,10,True,3,0.0,0.0,1,0.0,9.059906005859375e-06,False
177,10,True,3,19,6001,1,227.44774174690247,227.44774866104126,False
177,10,True,3,19,6001,1,227.02783727645874,227.0278558731079,False
177,10,True,3,19,6001,1,230.8777675628662,230.87778878211975,False
177,10,True,3,19,6001,3,224.42597556114197,676.6685755252838,False
177,10,True,3,19,6001,2,229.20727133750916,455.28678727149963,False
177,10,True,3,19,6001,2,226.78988194465637,452.0505266189575,False
177,10,True,3,19,6001,2,225.6913492679596,453.40786123275757,False
177,10,True,3,0.0,0.0,1,0.0,2.002716064453125e-05,False
183,10,True,3,0.0,0.0,1,0.0,8.821487426757812e-06,False
183,10,True,3,19,6001,7,225.68828201293945,1591.7948017120361,False
183,10,True,3,19,6001,2,227.07644867897034,454.19350695610046,False
183,10,True,3,0.0,0.0,1,0.0,2.0265579223632812e-05,False
183,10,True,3,19,6001,2,226.3408818244934,452.3800723552704,False
183,10,True,3,19,6001,1,224.2167420387268,224.2167627811432,False
183,10,True,3,19,6001,5,227.45905256271362,1131.8192682266235,False
183,10,True,3,0.0,0.0,1,0.0,1.8596649169921875e-05,False
183,10,True,3,0.0,0.0,1,0.0,7.62939453125e-06,False
183,10,True,3,19,6001,3,232.81088542938232,690.3159544467926,False
185,10,True,5,19,6001,1,224.94209384918213,224.94211506843567,False
185,10,True,5,19,6001,1,230.34512996673584,230.34515166282654,False
185,10,True,37,0.0,0.0,1,0.0,2.002716064453125e-05,False
185,10,True,37,19,6001,3,226.91909837722778,683.7960317134857,False
185,10,True,5,0.0,0.0,3,0.0,450.4899055957794,False
185,10,True,5,0.0,0.0,3,0.0,450.01341366767883,False
185,10,True,5,0.0,0.0,1,0.0,8.58306884765625e-06,False
185,10,True,5,19,6001,6,223.4349958896637,1351.2027254104614,False
185,10,True,5,0.0,0.0,3,0.0,453.4586412906647,False
185,10,True,5,19,6001,1,229.31649780273438,229.3165090084076,False
187,10,True,11,19,6001,8,225.17266726493835,1803.736427307129,False
187,10,True,17,0.0,0.0,3,0.0,454.301908493042,False
187,10,True,11,19,6001,2,226.38925313949585,453.0522127151489,False
187,10,True,11,0.0,0.0,2,0.0,225.6556272506714,False
187,10,True,17,0.0,0.0,9,0.0,1811.0905661582947,False
187,10,True,11,19,6001,4,224.8644015789032,897.9394309520721,False
187,10,True,11,0.0,0.0,11,0.0,2270.2437031269073,False
187,10,True,11,0.0,0.0,1,0.0,1.0728836059570312e-05,False
187,10,True,11,19,6001,1,223.73769688606262,223.73770570755005,False
187,10,True,17,0.0,0.0,2,0.0,225.38026428222656,False
201,10,True,3,19,6001,2,225.5045621395111,450.33217883110046,False
201,10,True,3,0.0,0.0,2,0.0,225.6910059452057,False
201,10,True,3,0.0,0.0,1,0.0,9.298324584960938e-06,False
201,10,True,3,19,6001,1,228.93250155448914,228.9325098991394,False
201,10,True,3,0.0,0.0,1,0.0,1.71661376953125e-05,False
201,10,True,3,19,6001,1,227.54927158355713,227.54927945137024,False
201,10,True,3,0.0,0.0,1,0.0,2.0265579223632812e-05,False
201,10,True,3,19,6001,1,227.96101140975952,227.9610207080841,False
201,10,True,3,19,6001,2,223.3441298007965,451.376012802124,False
201,10,True,3,19,6001,2,225.8823206424713,452.27308559417725,False
203,10,True,7,0.0,0.0,10,0.0,2044.673742055893,False
203,10,True,29,0.0,0.0,2,0.0,228.8737473487854,False
203,10,True,7,19,6001,2,227.85546326637268,453.9117200374603,False
203,10,True,7,19,6001,2,222.80004167556763,451.1978611946106,False
203,10,True,7,0.0,0.0,1,0.0,1.9788742065429688e-05,False
203,10,True,7,0.0,0.0,5,0.0,904.3246872425079,False
203,10,True,7,0.0,0.0,2,0.0,225.60595536231995,False
203,10,True,7,0.0,0.0,7,0.0,1363.7287805080414,False
203,10,True,7,0.0,0.0,3,0.0,449.9561598300934,False
203,10,True,29,0.0,0.0,2,0.0,226.28082370758057,False
205,10,True,41,0.0,0.0,2,0.0,227.48359060287476,False
205,10,True,5,0.0,0.0,1,0.0,8.58306884765625e-06,False
205,10,True,5,19,6001,1,226.34966206550598,226.34966897964478,False
205,10,True,5,0.0,0.0,1,0.0,2.5033950805664062e-05,False
205,10,True,5,0.0,0.0,4,0.0,681.0783760547638,False
205,10,True,5,0.0,0.0,2,0.0,226.6436061859131,False
205,10,True,5,0.0,0.0,1,0.0,8.821487426757812e-06,False
205,10,True,5,0.0,0.0,1,0.0,6.67572021484375e-06,False
205,10,True,5,0.0,0.0,4,0.0,674.5803098678589,False
205,10,True,5,19,6001,1,226.65767693519592,226.65768790245056,False
209,10,True,19,0.0,0.0,2,0.0,227.99287867546082,False
209,10,True,11,0.0,0.0,1,0.0,8.58306884765625e-06,False
209,10,True,19,0.0,0.0,5,0.0,895.3386189937592,False
209,10,True,11,19,6001,1,223.6838572025299,223.6838665008545,False
209,10,True,11,0.0,0.0,2,0.0,227.64126467704773,False
209,10,True,19,19,6001,1,224.6515598297119,224.65156936645508,False
209,10,True,11,0.0,0.0,3,0.0,454.4868092536926,False
209,10,True,11,0.0,0.0,6,0.0,1125.7856464385986,False
209,10,True,11,0.0,0.0,4,0.0,680.1409296989441,False
209,10,True,11,0.0,0.0,4,0.0,677.4779002666473,False
213,10,True,3,0.0,0.0,1,0.0,8.821487426757812e-06,False
213,10,True,3,19,6001,1,227.19114542007446,227.191153049469,False
213,10,True,3,0.0,0.0,1,0.0,1.811981201171875e-05,False
213,10,True,3,19,6001,1,228.04018545150757,228.04019284248352,False
213,10,True,3,0.0,0.0,1,0.0,1.9550323486328125e-05,False
213,10,True,3,19,6001,3,225.52121758460999,680.2921786308289,False
213,10,True,3,19,6001,1,224.58165502548218,224.58167552947998,False
213,10,True,3,19,6001,1,226.7992446422577,226.79926300048828,False
213,10,True,3,0.0,0.0,1,0.0,2.193450927734375e-05,False
213,10,True,3,0.0,0.0,1,0.0,8.821487426757812e-06,False
215,10,True,5,19,6001,2,227.75340747833252,455.6005325317383,False
215,10,True,43,0.0,0.0,1,0.0,1.8835067749023438e-05,False
215,10,True,5,19,6001,8,226.70090532302856,1815.9548478126526,False
215,10,True,5,19,6001,5,228.17418766021729,1134.1547679901123,False
215,10,True,5,19,6001,1,226.9445686340332,226.94458937644958,False
215,10,True,5,0.0,0.0,5,0.0,906.2623064517975,False
215,10,True,5,19,6001,1,226.02388095855713,226.02389073371887,False
215,10,True,5,0.0,0.0,6,0.0,1131.0961911678314,False
215,10,True,5,0.0,0.0,4,0.0,682.4756858348846,False
215,10,True,5,0.0,0.0,7,0.0,1365.9494762420654,False
217,10,True,7,0.0,0.0,6,0.0,1135.5552022457123,False
217,10,True,7,19,6001,5,231.475989818573,1139.01132273674,False
217,10,True,7,19,6001,2,223.05177474021912,448.2523491382599,False
217,10,True,7,19,6001,1,222.39482522010803,222.3948459625244,False
217,10,True,7,19,6001,7,224.5140585899353,1584.7265717983246,False
217,10,True,7,0.0,0.0,1,0.0,1.9550323486328125e-05,False
217,10,True,7,0.0,0.0,1,0.0,7.3909759521484375e-06,False
217,10,True,7,19,6001,1,228.36187767982483,228.36188459396362,False
217,10,True,7,19,6001,1,224.2730531692505,224.27307438850403,False
217,10,True,31,19,6001,2,224.06108117103577,449.84188747406006,False
219,10,True,3,0.0,0.0,1,0.0,2.5272369384765625e-05,False
219,10,True,3,19,6001,1,222.47007727622986,222.47008728981018,False
219,10,True,3,19,6001,1,225.85368990898132,225.85371232032776,False
219,10,True,3,19,6001,1,224.8901436328888,224.89016342163086,False
219,10,True,3,19,6001,4,226.02744579315186,905.6509065628052,False
219,10,True,3,19,6001,1,227.41217708587646,227.41219830513,False
219,10,True,3,0.0,0.0,5,0.0,907.3920202255249,False
219,10,True,3,19,6001,5,223.6091251373291,1130.0114512443542,False
219,10,True,3,0.0,0.0,2,0.0,224.7879912853241,False
219,10,True,3,0.0,0.0,1,0.0,8.58306884765625e-06,False
221,10,True,13,0.0,0.0,2,0.0,226.27123594284058,False
221,10,True,13,19,6001,5,226.13490748405457,1135.475534439087,False
221,10,True,13,0.0,0.0,5,0.0,906.753764629364,False
221,10,True,17,0.0,0.0,7,0.0,1361.9232950210571,False
221,10,True,17,0.0,0.0,5,0.0,905.732460975647,False
221,10,True,13,0.0,0.0,2,0.0,228.31778478622437,False
221,10,True,13,0.0,0.0,6,0.0,1131.5504183769226,False
221,10,True,13,19,6001,7,226.99728512763977,1586.4269032478333,False
221,10,True,13,0.0,0.0,8,0.0,1582.9370851516724,False
221,10,True,17,19,6001,4,224.59332966804504,900.2051134109497,False
235,10,True,5,0.0,0.0,1,0.0,2.1457672119140625e-05,False
235,10,True,5,19,6001,1,225.05221271514893,225.0522220134735,False
235,10,True,5,0.0,0.0,1,0.0,2.0742416381835938e-05,False
235,10,True,47,0.0,0.0,2,0.0,225.69931077957153,False
235,10,True,5,0.0,0.0,1,0.0,1.1444091796875e-05,False
235,10,True,5,19,6001,3,230.13930892944336,682.0647969245911,False
235,10,True,5,0.0,0.0,2,0.0,226.7075731754303,False
