N,t,one_qubit,factor_found,n_qubits,depth,n_attempts,simulation_time,total_time,noise
235,10,False,5,0.0,0.0,17,0.0,1166.3856439590454,False
235,10,False,5,0.0,0.0,1,0.0,1.0251998901367188e-05,False
235,10,False,5,0.0,0.0,2,0.0,73.22809529304504,False
235,10,False,5,0.0,0.0,2,0.0,73.16600894927979,False
237,10,False,3,0.0,0.0,1,0.0,1.1205673217773438e-05,False
237,10,False,3,0.0,0.0,2,0.0,72.39982414245605,False
237,10,False,3,0.0,0.0,1,0.0,1.1444091796875e-05,False
237,10,False,3,0.0,0.0,1,0.0,8.344650268554688e-06,False
237,10,False,3,0.0,0.0,2,0.0,72.8632640838623,False
237,10,False,3,0.0,0.0,4,0.0,218.6768617630005,False
237,10,False,3,0.0,0.0,3,0.0,145.81130933761597,False
237,10,False,3,0.0,0.0,2,0.0,72.73941135406494,False
237,10,False,79,0.0,0.0,1,0.0,1.1444091796875e-05,False
237,10,False,3,0.0,0.0,1,0.0,7.867813110351562e-06,False
